Price,property_id,title,street_address,city,province,price_per_night,bedroom_count,bathroom_count,floors,parking,face,year,views,area,road,road_width,road_type,build_area,posted,amenities,category,type,guest_count,location_score,rating,booking_id,tenant_id,start_date,end_date,total_price,payment_status,tax_record_id,municipality,tax_rate,distribution_status,factor_id,seasonality_index,tourism_stats,local_events,inflation,cpi,listing_type,area_sqft,build_area_sqft
120000000,7befea7f-c26b-42f0-bdc8-2d0d3c302a62,"Bungalow At Mid Baneshwor, 100 Meters From Venus Hospital : House For Sale In Mid Baneshwor, Kathmandu","Mid Baneshwor Near Venus Hospital, Mid Baneshwor, Kathmandu",Kathmandu,Other,1000,4,5,2.0,2,South East,2010.0,926.0,0-12-0-2 Aana,20 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Garage', 'Air Condition', 'Balcony', 'Garden', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Wifi', 'Water Supply', 'Water Tank', 'Electricity Backup', 'Internet']",Apartment,Entire Place,2,0.6,4.0,,,,,8524374,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
100000,61f80ca8-82ce-4332-8d32-14354351c5ce,"Apartment For Rent In Bishal Nagar, Kathmandu","Bishal Nagar, Bishal Nagar, Kathmandu",Kathmandu,Other,1000,2,2,9.0,1,West,2010.0,719.0,1371 Sq. Feet,0 Feet,10.0,,N/A Sq. Feet,2020-01-01,"['Lawn', 'Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Water Supply', 'Water Well', 'Electricity Backup', 'Internet', 'Kids Playground', 'Lift', 'Maintenance', 'Parking', 'Security Staff', 'Jacuzzi']",Apartment,Entire Place,2,0.6,4.0,,,,,53005647,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1371.0,400.0
45000,9f6bae69-6914-464c-b097-8d1f8e2836fa,"Bhelpa House On Rent : House For Rent In Gwarko, Lalitpur","Balfal Bhelpa., Gwarko, Lalitpur",Lalitpur,Other,1000,3,3,3.0,1,East,2076.0,410.0,0-2-2-0 Aana,16 Feet / Gravelled,10.0, Gravelled,0-2-2-0 Aana,2020-01-01,"['Garage', 'Fencing', 'Drainage', 'Water Supply', 'Water Well']",Apartment,Entire Place,2,0.6,4.0,,,,,5703417,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,0.0
22000000,ecc58e86-1cda-40fe-a948-9d0010c9a1d1,"Residential : House For Sale In Kapan, Kathmandu","Payutar, Kapan, Kathmandu",Kathmandu,Other,1000,6,5,3.0,1,East,2016.0,359.0,5 Aana,14 Feet / Gravelled,10.0, Gravelled,4 Aana,2020-01-01,"['Balcony', 'TV Cable', 'Wifi', 'Internet', 'Water Well', 'Water Tank', 'Electricity Backup', 'Drainage', 'Garage']",Apartment,Entire Place,2,0.6,4.0,,,,,56593247,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1711.25,1369.0
17000000,ba788127-67ee-49db-9896-f54cd7d64875,"House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,Other,1000,3,2,2.0,3,West,2019.0,309.0,0-4-0-0 Aana,13 Feet / Gravelled,10.0, Gravelled,127.18 Sq. Feet,2020-01-01,['Water Supply'],Apartment,Entire Place,2,0.6,4.0,,,,,5409650,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,127.18
550000,09ea123f-d670-4f8f-bbaf-64ec102b8981,"Budhanilkantha Bungalow : House For Rent In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Other,1000,24,0,4.0,15,East,2076.0,0.0,48 Aana,22 Feet / Blacktopped,10.0, Blacktopped,16 Aana,2020-01-01,"['Drainage', 'Water Supply', 'Solar Water', 'Wifi', 'Washing Machine', 'TV Cable', 'Modular Kitchen', 'Frontyard', 'Garden', 'Microwave', 'Fencing', 'Garage', 'Air Condition', 'Lawn', 'Backyard', 'Balcony']",Apartment,Entire Place,2,0.6,4.0,,,,,512601476,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,16428.0,5476.0
30000000,7d2adb37-ecc8-444a-b87c-f939090e3f1d,"Budanilkantha Golfutar Home : House For Sale In Budhanilkantha, Kathmandu","Golfutar, Budhanilkantha, Kathmandu",Kathmandu,Other,1000,10,8,4.0,2,South,2068.0,691.0,4 Aana,30 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water']",Apartment,Entire Place,2,0.6,4.0,,,,,56262664,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1369.0,400.0
7000000,c0899ab6-2622-4555-87e7-6dfdf76c631f,"House For Sale In Kavresthali, Kathmandu","Vadigoth, Kavresthali, Kathmandu",Kathmandu,Other,1000,0,0,1.0,0,West,2010.0,627.0,3 Aana,10 Feet / Soil Stabilized,10.0, Soil Stabilized,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,30385896,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1026.75,400.0
19000000,b594d896-2baf-4210-a867-55210406b7d3,"New Modern And Beautiful House : House For Sale In Thaiba, Lalitpur","Wasa hiti, Thaiba, Lalitpur",Lalitpur,Other,1000,4,4,3.0,2,East,2075.0,608.0,0-4-0-1 Aana,13 Feet / Gravelled,10.0, Gravelled,2500 Sq. Feet,2020-01-01,"['Lawn', 'Garage', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Water Well', 'Water Tank', 'Internet']",Apartment,Entire Place,2,0.6,4.0,,,,,19746504,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,2500.0
18000000,8c1da7bd-11c1-4623-9d5d-49695cbcbf90,"House Near Kist Hospital Imadole : House For Sale In Imadol, Lalitpur","timalshina chowk, Imadol, Lalitpur",Lalitpur,Other,1000,0,4,4.0,0,South,2016.0,664.0,11 Dhur,0 Feet,10.0,,11 Dhur,2020-01-01,"['Drainage', 'Water Well', 'Water Tank', 'Solar Water', 'TV Cable', 'Balcony', 'Modular Kitchen']",Apartment,Entire Place,2,0.6,4.0,,,,,68179791,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,2004.75,2004.75
12000000,c636b64f-0afa-4227-b362-c3b943da4671,"One Floor Home : House For Sale In Tarakeshwar, Kathmandu","Kavresthali, Tarakeshwar, Kathmandu",Kathmandu,Other,1000,1,1,1.0,1,North West,2076.0,490.0,0-2-2-3 Aana,10 Feet / Gravelled,10.0, Gravelled,0-2-2-3 Aana,2020-01-01,"['Garage', 'Fencing', 'Frontyard', 'Wifi', 'Water Supply', 'Water Tank', 'Internet', 'Parking']",Apartment,Entire Place,2,0.6,4.0,,,,,1982335,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,0.0
122500000,a4ebd024-ce01-4500-a176-6369b255f199,"House For Sale In Newroad, Kathmandu","New Road, Newroad, Kathmandu",Kathmandu,Other,1000,23,10,1.0,0,West,2010.0,430.0,0-2-2-0 Aana,15 Feet / Blacktopped,10.0, Blacktopped,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,17110176,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
55000,d35316ab-20a5-4b00-98d4-d6c9ef65f204,"House For Rent In Boudha, Kathmandu","Boudha - Jorpati Road, Boudha, Kathmandu",Kathmandu,Other,1000,4,4,1.0,0,West,2010.0,788.0,2100 Sq. Feet,15 Feet / Gravelled,10.0, Gravelled,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,59719589,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,2100.0,400.0
80000,ead2acbb-c302-4a6e-94dc-209cc291a366,"House For Rent In Minbhawan, Kathmandu","New Baneshwor, Minbhawan, Kathmandu",Kathmandu,Other,1000,6,2,3.0,0,South,2062.0,298.0,0-5-3-0 Ropani,20 Feet / Blacktopped,10.0, Blacktopped,2500 Ropani,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,75323335534,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,13690000.0
20000000,e3d6a6d5-75fb-4c40-ac12-12917ecdc299,"House For Sale In Jorpati, Kathmandu","Shiva Chowk, Dashindhoka Jorpati, Jorpati, Kathmandu",Kathmandu,Other,1000,0,0,1.0,0,South,2010.0,398.0,4 Aana,15 Feet,10.0,,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,42650048,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1369.0,400.0
17000000,bb398117-54d1-45cb-bf54-f17c737889d0,"House For Sale In Tikathali, Lalitpur","Tikathali-1, Tikathali, Lalitpur",Lalitpur,Other,1000,8,3,1.0,0,South,2010.0,860.0,0-3-0-0 Aana,13 Feet / Blacktopped,10.0, Blacktopped,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,8091670,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
17000000,cc185a66-f72f-4b92-ae46-95a677265368,"House For Sale In Tarkeshwor, Kathmandu","lolang hariyali basti, Tarkeshwor, Kathmandu",Kathmandu,Other,1000,0,0,1.0,0,East,2010.0,157.0,0-3-0-0 Aana,10 Feet / Gravelled,10.0, Gravelled,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,1881988,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
8500000,c56911b3-d5a6-49c3-8e1e-6ffbd8f547b5,"House For Sale In Tarkeshwor, Kathmandu","Lolang, Tarkeshwor, Kathmandu",Kathmandu,Other,1000,4,0,1.0,0,South,2010.0,343.0,2.5 Aana,10 Feet,10.0,,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,30923881,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,855.625,400.0
15500000,3c771846-97f0-475a-ad28-10e7ca3a007e,"House For Sale In Harisiddhi, Lalitpur","Harisiddhi, Harisiddhi, Lalitpur",Lalitpur,Other,1000,8,0,3.0,0,North,2010.0,449.0,3 Aana,20 Feet / Gravelled,10.0, Gravelled,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,31922930,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1026.75,400.0
44000000,86a18613-f346-41f5-adaa-2797db2a5d55,"SAMAKHUSI HOME : House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,Other,1000,5,6,3.0,1,East,2076.0,390.0,4 Aana,15 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Water Tank', 'Water Supply', 'Solar Water', 'Drainage', 'Wifi', 'TV Cable']",Apartment,Entire Place,2,0.6,4.0,,,,,48797091,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1369.0,400.0
100000000,b6fc8513-8842-4514-9a0d-0470791277a2,"BUDHANILKANTHA 20 ANA VILLA : House For Sale In Budhanilkantha, Kathmandu","Near by Deubaniwas, Budhanilkantha, Kathmandu",Kathmandu,Other,1000,6,6,3.0,10,North West,2071.0,895.0,20 Aana,20 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Fencing', 'Frontyard', 'Garden', 'Backyard', 'Air Condition', 'Garage', 'Microwave', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",Apartment,Entire Place,2,0.6,4.0,,,,,203341745,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,6845.0,400.0
96000000,5ec04eaa-00d2-4e84-b8eb-c3f0c9bb9c68,"BUDANILKANTHA VILLA : House For Sale In Budhanilkantha, Kathmandu","Near by Deubaniwas, Budhanilkantha, Kathmandu",Kathmandu,Other,1000,5,7,3.0,0,South East,2074.0,436.0,18 Aana,20 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Garden', 'Frontyard', 'Air Condition', 'Garage', 'Backyard', 'Deck', 'Fencing', 'Lawn', 'Balcony', 'Microwave', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Washing Machine', 'Water Well', 'Water Tank']",Apartment,Entire Place,2,0.6,4.0,,,,,178939708,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,6160.5,400.0
28500000,ec196185-f2e8-44cf-b630-7467abaf4bb3,"BHANGAL HEIGHT NEW HOME : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu",Kathmandu,Other,1000,6,6,3.0,2,East,2076.0,428.0,4.5 Aana,20 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Garage', 'Water Tank', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi']",Apartment,Entire Place,2,0.6,4.0,,,,,50506507,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1540.125,400.0
22500000,6b0f749c-8d44-4867-a76c-b18b92da2f86,"House For Sale In Kadaghari, Kathmandu","Birendra Chowk, Kadaghari, Kathmandu",Kathmandu,Other,1000,0,0,1.0,0,North,2010.0,432.0,4 Aana,16 Feet / Blacktopped,10.0, Blacktopped,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,37019487,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1369.0,400.0
41000000,ebb83383-1d21-4c30-84c3-480550bd0cfc,"Swayambhu Buddhachok 4 Floors Home : House For Sale In Swayambhu, Kathmandu","Swayambhu, Swayambhu, Kathmandu",Kathmandu,Other,1000,17,10,1.0,2,East,2010.0,407.0,8.1 Aana,15 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Frontyard', 'Garage', 'Wifi', 'Washing Machine', 'Water Tank', 'Drainage', 'Water Supply', 'Solar Water']",Apartment,Entire Place,2,0.6,4.0,,,,,98048375,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,2772.225,400.0
30000000,b3ba9703-af57-4ff5-814d-bd09ccdfbadb,"House For Sale In Samakhusi, Kathmandu","Near Ranibari, Samakhusi, Kathmandu",Kathmandu,Other,1000,11,0,4.0,2,North,2001.0,252.0,5 ana Aana,13 Feet / Blacktopped,10.0, Blacktopped,4ana Aana,2020-01-01,"['Lawn', 'Garage', 'Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']",Apartment,Entire Place,2,0.6,4.0,,,,,10109872,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,5.0,4.0
170000,57eb90dd-3411-4bc2-8c53-5dbf70daecca,"Apartment For Rent In Naxal, Kathmandu","Bhatbhateni Apartments, Naxal, Kathmandu",Kathmandu,Other,1000,3,4,7.0,2,East,2010.0,0.0,2100 Sq. Feet,20 Feet / Blacktopped,10.0, Blacktopped,N/A Sq. Feet,2020-01-01,"['Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Lift', 'Parking', 'Security Staff']",Apartment,Entire Place,2,0.6,4.0,,,,,74168976,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,2100.0,400.0
65000000,eaee58f3-c7a9-4318-a5f1-ebaab9b48c5d,"Modern Bungalow : House For Sale In Maharajgunj, Kathmandu","Maharajgunj, Maharajgunj, Kathmandu",Kathmandu,Other,1000,5,6,3.0,3,East,2076.0,732.0,6.5 Aana,15 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Frontyard', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'CCTV']",Apartment,Entire Place,2,0.6,4.0,,,,,74762344,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,2224.625,400.0
95000,eb3928bf-eca5-4f59-b47d-b5b419a1ca80,"2 Floors Flats Available For Office Rent In Kupondole : Flat For Rent In Kupondole, Lalitpur","84/10 Kupondole, Kupondole, Lalitpur",Lalitpur,Other,1000,4,2,4.0,4,South East,2010.0,339.0,8 Aana,0 Feet / Paved,10.0, Paved,N/A Aana,2020-01-01,"['Garage', 'Air Condition', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Water Tank', 'Cafeteria', 'Electricity Backup']",Apartment,Entire Place,2,0.6,4.0,,,,,74221470,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,2738.0,400.0
12000,ef31eed9-ba62-4418-8c4c-71b389b01799,"Flat For Rent In Balkot, Bhaktapur","Sirutar, Balkot, Bhaktapur",Bhaktapur,Other,1000,2,1,1.0,0,West,2010.0,617.0,900 Sq. Feet,15 Feet / Blacktopped,10.0, Blacktopped,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,21515780,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,900.0,400.0
115000000,e5d586f6-acc2-4e5a-adf6-c6beb37f6653,"PRIVATE HOME URGENTLY SELLING : House For Sale In Basbari, Kathmandu","Basnsbari Road, Basbari, Kathmandu",Kathmandu,Other,1000,4,4,3.0,4,North East,2009.0,650.0,18 Aana,13 Feet / Paved,10.0, Paved,12 Aana,2020-01-01,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Deck', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Microwave', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'CCTV', 'Electricity Backup', 'Internet', 'Security Staff']",Apartment,Entire Place,2,0.6,4.0,,,,,202212912,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,6160.5,4107.0
230000,f4f15c84-d7e5-4a7a-95b8-69ad63029cd6,"House For Rent In Lekhnath, Pokhara","Lake Side, Lekhnath, Pokhara",Pokhara,Other,1000,0,0,1.0,1,South East,2010.0,0.0,0-8-0-0 Aana,32 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,1877696,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
35000000,11175e96-13f4-4d78-9951-02dfaa5daefb,"House For Sale In Dhapasi, Kathmandu","Bhagawati Temple, Dhapasi, Kathmandu",Kathmandu,Other,1000,6,4,3.0,8,West,2010.0,304.0,0-6-2-0 Aana,32 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Balcony', 'TV Cable', 'Drainage', 'Water Well', 'Intercom', 'Internet', 'Parking']",Apartment,Entire Place,2,0.6,4.0,,,,,11662445,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
140000000,28a07b0e-32ae-49bf-b5aa-32369a85154e,"Bunglow On Sale At Dhungedhara Near Nursery Chowk : House For Sale In Dhungedhara, Kathmandu","Nursery Chowk, Dhungedhara, Kathmandu",Kathmandu,Other,1000,7,4,1.0,3,East,2010.0,0.0,1-7-0-0 Aana,26 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Garden', 'Water Supply']",Apartment,Entire Place,2,0.6,4.0,,,,,7927671,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1.0,400.0
7500000,4447f60d-9a95-43c6-8d61-a777fb102cea,"House For Sale In Duwakot, Bhaktapur","Duwakot, Duwakot, Bhaktapur",Bhaktapur,Other,1000,0,0,1.0,0,South,2010.0,0.0,0-3-0-0 Aana,13 Feet / Gravelled,10.0, Gravelled,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,1881855,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
9500000,49f7b57f-bf11-4b17-acf9-517dba9e7ceb,"House For Sale In Naikap, Kathmandu","Purano Naikap, Naikap, Kathmandu",Kathmandu,Other,1000,0,0,1.0,0,East,2010.0,444.0,0-2-3-0 Aana,10 Feet / Blacktopped,10.0, Blacktopped,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,2260999,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
20000000,697f3d85-514f-47f1-a363-f25e72044a1d,"House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu",Kathmandu,Other,1000,0,0,1.0,0,South East,2010.0,389.0,0-3-1-0 Aana,13 Feet / Blacktopped,10.0, Blacktopped,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,2241601,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
18000000,c3be76fd-9dbe-4e21-a774-9957fa73e0d3,"House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,Other,1000,0,0,1.0,0,South,2010.0,304.0,3 Aana,16 Feet / Blacktopped,10.0, Blacktopped,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,31617009,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1026.75,400.0
12000000,afabf3eb-73a2-4d2f-9895-0aa90facfba1,"House For Sale In Lekhnath, Pokhara","Pokhara Gumba Fade, Lekhnath, Pokhara",Pokhara,Other,1000,0,0,1.0,0,South,2010.0,266.0,17*45 Haat,30 Feet / Gravelled,10.0, Gravelled,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,2369972,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,17.0,400.0
35000000,1489c27a-638b-4bc3-9503-0f7f898ed540,"House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,Other,1000,0,0,1.0,0,North,2010.0,224.0,7 Aana,15 Feet / Gravelled,10.0, Gravelled,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,63975016,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,2395.75,400.0
25000,c55071b0-75a1-4a87-a90d-73c94289d1da,"House For Rent In Dharan, Dharan","British Gurkha Memorial camp, Dharan, Dharan",Dharan,Other,1000,0,0,1.0,0,East,2010.0,813.0,2200 Sq. Feet,13 Feet / Blacktopped,10.0, Blacktopped,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,24180736,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,2200.0,400.0
25000,bdf4e2ca-9c54-4629-aa8d-7064978c2b60,"Fully Furnished : Flat For Rent In Banasthali, Kathmandu","Bhrikuti Tole, Banasthali, Kathmandu",Kathmandu,Other,1000,1,1,1.0,2,North,2013.0,0.0,0-6-0-0 Aana,16 Feet / Blacktopped,10.0, Blacktopped,0-4-0-0 Aana,2020-01-01,"['Balcony', 'Fencing', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Kids Playground']",Apartment,Entire Place,2,0.6,4.0,,,,,1542547,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,0.0
17600000,e54691b4-e27e-4a68-8234-d7e7e3a37cbc,"House At Shankhamul For Sale : House For Sale In Patan, Lalitpur","Shankhamul, Patan, Lalitpur",Lalitpur,Other,1000,2,2,1.0,1,North,2010.0,414.0,0-2-3-1 Aana,13 Feet,10.0,,962 Sq. Feet,2020-01-01,"['Garage', 'Balcony', 'Fencing', 'Drainage', 'Water Supply', 'Water Well', 'Water Tank']",Apartment,Entire Place,2,0.6,4.0,,,,,6064263,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,962.0
18500000,82f3eab3-1750-486a-a181-a6b160401b37,"House For Sale In Kapan, Kathmandu","Ram Mandir, Kapan, Kathmandu",Kathmandu,Other,1000,0,0,1.0,0,North,2010.0,323.0,0-3-2-0 Aana,13 Feet / Gravelled,10.0, Gravelled,N/A Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,1895758,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
25000000,76af2402-6ef2-44bc-a484-6d0662c22fe8,"House For Sale In Bhaisepati, Lalitpur","Wai-Wai Noodles Factory, Bhaisepati, Lalitpur",Lalitpur,Other,1000,0,0,3.0,0,South East,2010.0,0.0,0-5-2-0 Aana,12 Feet / Gravelled,10.0, Gravelled,N/A Aana,2020-01-01,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']",Apartment,Entire Place,2,0.6,4.0,,,,,3831508,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
33000000,34a8382e-5465-4749-87f5-fcf52286f810,"House For Sale In Anamnagar, Kathmandu","manakamana colony, Anamnagar, Kathmandu",Kathmandu,Other,1000,5,4,4.0,1,East,2068.0,415.0,5 Aana,12 Feet / Blacktopped,10.0, Blacktopped,5 Aana,2020-01-01,"['Balcony', 'Water Supply', 'Store Room', 'Backyard', 'Water Tank']",Apartment,Entire Place,2,0.6,4.0,,,,,66996719,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1711.25,1711.25
22000,130de366-02d3-466b-b205-b556b58358cd,"Flat For Rent In Balkhu, Kathmandu","Balkhu, Balkhu, Kathmandu",Kathmandu,Other,1000,2,2,1.0,1,South West,2010.0,550.0,6 Aana,13 Feet / Blacktopped,10.0, Blacktopped,4 Aana,2020-01-01,"['Backyard', 'Balcony']",Apartment,Entire Place,2,0.6,4.0,,,,,64575961,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,2053.5,1369.0
22500000,dc33fb33-4816-4778-a4f0-18575590fca7,"House For Sale In Samakhusi, Kathmandu","Samakhusi Kharibot, Samakhusi, Kathmandu",Kathmandu,Other,1000,9,4,3.0,3,South,2010.0,0.0,3 Aana,13 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Tank', 'Parking']",Apartment,Entire Place,2,0.6,4.0,,,,,41348089,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1026.75,400.0
27500000,c35200ff-fef8-461d-a2d3-debe7271d932,"House For Sale In Samakhusi, Kathmandu","Samakhusi kharibot, Samakhusi, Kathmandu",Kathmandu,Other,1000,6,3,3.0,3,West,2010.0,0.0,4 Aana,13 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']",Apartment,Entire Place,2,0.6,4.0,,,,,47118996,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1369.0,400.0
